order_id,signal_date,start_close_cny,start_dps_cny,start_anchor_3_5pct_cny,start_price_to_anchor_gap,overlapping_buy_within_63_sessions,status,end_date,end_close_cny,end_pit_record_id,end_dps_cny,end_anchor_3_5pct_cny,end_price_to_anchor_gap,price_return,underlying_total_return,dps_change_fraction,absolute_anchor_gap_change,anchor_gap_repaired
ORDER-000001,2022-05-27,23.72,0.8153,23.294285714285714,0.018275481417882933,True,MATURE_63_TRADING_SESSIONS,2022-08-25,23.59,600900-PIT-FY2021,0.8153,23.294285714285714,0.012694713602354968,-0.005480607082630651,0.028289974385321548,0.0,-0.005580767815527965,True
ORDER-000002,2022-06-21,23.15,0.8153,23.294285714285714,-0.00619403900404758,True,MATURE_63_TRADING_SESSIONS,2022-09-19,23.48,600900-PIT-FY2021,0.8153,23.294285714285714,0.00797252545075433,0.014254859611231074,0.04869559209940455,0.0,0.0017784864467067507,False
ORDER-000004,2022-08-24,23.16,0.8153,23.294285714285714,-0.005764749172083805,True,MATURE_63_TRADING_SESSIONS,2022-11-30,21.22,600900-PIT-FY2021,0.8153,23.294285714285714,-0.08904697657304061,-0.08376511226252159,-0.08376511226252115,0.0,0.08328222740095681,False
ORDER-000005,2022-11-01,20.32,0.8153,23.294285714285714,-0.12768306144977304,False,MATURE_63_TRADING_SESSIONS,2023-02-06,20.98,600900-PIT-FY2021,0.8153,23.294285714285714,-0.09934993254016922,0.032480314960629864,0.032480314960631196,0.0,-0.028333128909603822,True
ORDER-000009,2025-08-01,27.99,0.943,26.94285714285714,0.038865323435843147,False,RIGHT_CENSORED_FEWER_THAN_63_LATER_TRADING_SESSIONS,,,,,,,,,,,
