session_date,datetime,timezone,symbol,period,adjust,source,upstream_source,interface,source_version,retrieved_at,source_symbol,open,high,low,close,volume_shares,volume_lots,amount_cny,outstanding_share,turnover_ratio,raw_record_id
2005-10-25T00:00:00,2005-10-25T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.95,7.04,6.9,6.98,11725421.0,117254.21,81566661.0,2714802600.0,0.004319069460151541,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L438
2005-10-26T00:00:00,2005-10-26T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.98,7.06,6.95,7.01,12878664.0,128786.64,90286869.0,2714802600.0,0.004743867565177667,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L439
2005-10-27T00:00:00,2005-10-27T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.01,7.21,7.01,7.14,18705504.0,187055.04,133525170.0,2714802600.0,0.006890189364044369,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L440
2005-10-28T00:00:00,2005-10-28T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.13,7.25,7.04,7.22,17062248.0,170622.48,122159953.0,2714802600.0,0.006284894526032942,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L441
2005-10-31T00:00:00,2005-10-31T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.2,7.35,7.18,7.24,15812778.0,158127.78,114913114.0,2714802600.0,0.005824651118280202,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L442
2005-11-01T00:00:00,2005-11-01T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.23,7.29,7.1,7.16,16845061.0,168450.61,120806112.0,2714802600.0,0.00620489349759721,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L443
2005-11-02T00:00:00,2005-11-02T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.16,7.32,7.15,7.17,15011416.0,150114.16,108409370.0,2714802600.0,0.005529468698755482,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L444
2005-11-03T00:00:00,2005-11-03T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.18,7.27,7.15,7.19,8784869.0,87848.69,63531895.0,2714802600.0,0.0032359144639098254,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L445
2005-11-04T00:00:00,2005-11-04T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.17,7.28,7.13,7.21,11478791.0,114787.91,82634392.0,2714802600.0,0.0042282230759613975,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L446
2005-11-07T00:00:00,2005-11-07T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.21,7.25,7.16,7.22,4055313.0,40553.13,29267355.0,2714802600.0,0.0014937782216651774,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L447
2005-11-08T00:00:00,2005-11-08T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.21,7.26,7.15,7.15,7095982.0,70959.82,50994572.0,2714802600.0,0.002613811405661686,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L448
2005-11-09T00:00:00,2005-11-09T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.15,7.21,6.98,7.03,31718521.0,317185.21,223542982.0,2714802600.0,0.011683545978628428,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L449
2005-11-10T00:00:00,2005-11-10T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.02,7.03,6.88,6.96,20648645.0,206486.45,143628007.0,2714802600.0,0.007605947113797519,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L450
2005-11-11T00:00:00,2005-11-11T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.96,7.0,6.86,6.91,11013449.0,110134.49,76267220.0,2714802600.0,0.004056813928202368,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L451
2005-11-14T00:00:00,2005-11-14T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.91,7.01,6.89,6.98,7274311.0,72743.11,50506693.0,2714802600.0,0.002679499054553727,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L452
2005-11-15T00:00:00,2005-11-15T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.98,7.02,6.95,6.96,6561524.0,65615.24,45794543.0,2714802600.0,0.002416943316615359,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L453
2005-11-16T00:00:00,2005-11-16T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.95,7.05,6.9,7.02,7578026.0,75780.26,52837597.0,2714802600.0,0.0027913727502692095,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L454
2005-11-17T00:00:00,2005-11-17T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.03,6.99,7.01,5285795.0,52857.95,37053420.0,2714802600.0,0.0019470273823960535,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L455
2005-11-18T00:00:00,2005-11-18T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.17,6.98,7.13,16369525.0,163695.25,116051508.0,2714802600.0,0.006029729380692357,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L456
2005-11-21T00:00:00,2005-11-21T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.15,7.17,7.07,7.12,6481098.0,64810.98,46036636.0,2714802600.0,0.0023873183265700425,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L457
2005-11-22T00:00:00,2005-11-22T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.1,7.12,7.01,7.02,7807744.0,78077.44,55011474.0,2714802600.0,0.0028759895839203927,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L458
2005-11-23T00:00:00,2005-11-23T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.06,6.98,7.01,6508849.0,65088.49,45646175.0,2714802600.0,0.0023975404325898317,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L459
2005-11-24T00:00:00,2005-11-24T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.3,6.99,7.2,25851650.0,258516.5,185865913.0,2714802600.0,0.009522478724604138,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L460
2005-11-25T00:00:00,2005-11-25T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.2,7.29,7.16,7.29,16417394.0,164173.94,118765307.0,2714802600.0,0.006047361970258906,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L461
2005-11-28T00:00:00,2005-11-28T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.28,7.45,7.2,7.26,24772717.0,247727.17,181752202.0,2714802600.0,0.009125052775476199,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L462
2005-11-29T00:00:00,2005-11-29T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.24,7.25,7.1,7.13,15925523.0,159255.23,113954022.0,2714802600.0,0.005866180841288424,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L463
2005-11-30T00:00:00,2005-11-30T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.1,7.16,7.04,7.13,11917023.0,119170.23,84409679.0,2714802600.0,0.0043896462306320175,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L464
2005-12-01T00:00:00,2005-12-01T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.13,7.16,7.0,7.07,8914027.0,89140.27,63229347.0,2714802600.0,0.003283489930354421,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L465
2005-12-02T00:00:00,2005-12-02T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.07,7.14,7.0,7.06,12982647.0,129826.47,91531756.0,2714802600.0,0.004782169797538871,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L466
2005-12-05T00:00:00,2005-12-05T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.03,7.16,7.01,7.14,12457395.0,124573.95,88727162.0,2714802600.0,0.004588692746942264,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L467
2005-12-06T00:00:00,2005-12-06T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.13,7.21,7.09,7.15,12407942.0,124079.42,88666229.0,2714802600.0,0.004570476689539048,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L468
2005-12-07T00:00:00,2005-12-07T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.15,7.26,7.14,7.17,21031351.0,210313.51,151492350.0,2714802600.0,0.007746917216006792,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L469
2005-12-08T00:00:00,2005-12-08T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.17,7.26,7.09,7.12,15129873.0,151298.73,108106498.0,2714802600.0,0.005573102442144412,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L470
2005-12-09T00:00:00,2005-12-09T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.18,7.27,7.1,7.21,15137670.0,151376.7,108796193.0,2714802600.0,0.005575974474166188,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L471
2005-12-12T00:00:00,2005-12-12T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.22,7.27,7.18,7.2,11121936.0,111219.36,80139401.0,2714802600.0,0.004096775213048639,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L472
2005-12-13T00:00:00,2005-12-13T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.19,7.23,7.08,7.13,20553428.0,205534.28,146512131.0,2714802600.0,0.007570873845486961,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L473
2005-12-14T00:00:00,2005-12-14T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.13,7.14,6.98,7.05,46687686.0,466876.86,327340403.0,2714802600.0,0.017197451483212813,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L474
2005-12-15T00:00:00,2005-12-15T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.05,7.08,6.98,7.03,39535850.0,395358.5,277446521.0,2714802600.0,0.014563066205992289,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L475
2005-12-16T00:00:00,2005-12-16T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.03,7.1,6.99,7.06,27286279.0,272862.79,192017300.0,2714802600.0,0.01005092561794364,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L476
2005-12-19T00:00:00,2005-12-19T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.05,7.07,6.98,7.02,26186427.0,261864.27,183377449.0,2714802600.0,0.009645794136192444,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L477
2005-12-20T00:00:00,2005-12-20T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.01,7.06,6.97,7.05,24844243.0,248442.43,174055175.0,2714802600.0,0.009151399442449333,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L478
2005-12-21T00:00:00,2005-12-21T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.05,7.06,6.97,6.98,22156518.0,221565.18,155128686.0,2714802600.0,0.008161373500968358,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L479
2005-12-22T00:00:00,2005-12-22T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.98,7.08,6.97,7.05,22780664.0,227806.64,159914525.0,2714802600.0,0.008391278246160512,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L480
2005-12-23T00:00:00,2005-12-23T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.05,7.06,6.97,7.0,31640763.0,316407.63,221344520.0,2714802600.0,0.011654903748802951,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L481
2005-12-26T00:00:00,2005-12-26T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.06,6.99,7.03,40269711.0,402697.11,282512911.0,2714802600.0,0.014833384570944495,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L482
2005-12-27T00:00:00,2005-12-27T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.04,7.05,6.91,6.93,46511941.0,465119.41,323337682.0,2714802600.0,0.017132715653064425,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L483
2005-12-28T00:00:00,2005-12-28T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.92,6.93,6.86,6.92,47899392.0,478993.92,330251018.0,2714802600.0,0.017643784487314105,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L484
2005-12-29T00:00:00,2005-12-29T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.93,7.01,6.88,7.0,58769170.0,587691.7,408505618.0,2714802600.0,0.02164767707235878,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L485
2005-12-30T00:00:00,2005-12-30T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.04,6.9,6.92,33497959.0,334979.59,233189744.0,2714802600.0,0.012339003579855125,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L486
2006-01-04T00:00:00,2006-01-04T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.92,6.97,6.85,6.96,71624123.0,716241.23,493613167.0,2714802600.0,0.026382810669180884,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L487
2006-01-05T00:00:00,2006-01-05T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.97,7.04,6.92,7.02,81900813.0,819008.13,572391640.0,2714802600.0,0.030168238751502596,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L488
2006-01-06T00:00:00,2006-01-06T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.05,7.32,6.99,7.21,112351271.0,1123512.71,805129042.0,2714802600.0,0.041384692573964675,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L489
2006-01-09T00:00:00,2006-01-09T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.22,7.26,7.13,7.18,64419781.0,644197.81,462203858.0,2714802600.0,0.02372908475923811,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L490
2006-01-10T00:00:00,2006-01-10T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.18,7.19,7.05,7.12,71058256.0,710582.56,503926908.0,2714802600.0,0.02617437304649701,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L491
2006-01-11T00:00:00,2006-01-11T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.11,7.11,7.01,7.02,67630465.0,676304.65,476595196.0,2714802600.0,0.024911743122685973,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L492
2006-01-12T00:00:00,2006-01-12T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.0,7.09,6.98,7.06,55383684.0,553836.84,388635239.0,2714802600.0,0.020400630233667817,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L493
2006-01-13T00:00:00,2006-01-13T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,7.06,7.07,6.96,6.97,50468870.0,504688.7,353157387.0,2714802600.0,0.01859025403909662,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L494
2006-01-16T00:00:00,2006-01-16T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.96,6.98,6.79,6.82,61593303.0,615933.03,423672528.0,2714802600.0,0.022687949024360003,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L495
2006-01-17T00:00:00,2006-01-17T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.81,6.81,6.7,6.73,59141079.0,591410.79,398167612.0,2714802600.0,0.021784670089825316,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L496
2006-01-18T00:00:00,2006-01-18T15:00:00+0800,Asia/Shanghai,600900.SH,1d,none,akshare,sina,stock_zh_a_daily,akshare-1.18.94-sina-bfq-cutoff-20260909,2026-09-10T16:57:39+08:00,sh600900,6.72,6.81,6.69,6.81,51427235.0,514272.35,348015175.0,2714802600.0,0.018943268656070978,research/topics/high_dividend_bond/datasets/raw/akshare/600900_akshare_stock_zh_a_daily_sina_bfq_20031118_20260909.csv#L497
