exchange,trade_date,is_open,previous_trade_date,source
SSE,19960812,1,19960809,sina_finance
SSE,19960813,1,19960812,sina_finance
SSE,19960814,1,19960813,sina_finance
SSE,19960815,1,19960814,sina_finance
SSE,19960816,1,19960815,sina_finance
SSE,19960819,1,19960816,sina_finance
SSE,19960820,1,19960819,sina_finance
SSE,19960821,1,19960820,sina_finance
SSE,19960822,1,19960821,sina_finance
SSE,19960823,1,19960822,sina_finance
SSE,19960826,1,19960823,sina_finance
SSE,19960827,1,19960826,sina_finance
SSE,19960828,1,19960827,sina_finance
SSE,19960829,1,19960828,sina_finance
SSE,19960830,1,19960829,sina_finance
SSE,19960902,1,19960830,sina_finance
SSE,19960903,1,19960902,sina_finance
SSE,19960904,1,19960903,sina_finance
SSE,19960905,1,19960904,sina_finance
SSE,19960906,1,19960905,sina_finance
SSE,19960909,1,19960906,sina_finance
SSE,19960910,1,19960909,sina_finance
SSE,19960911,1,19960910,sina_finance
SSE,19960912,1,19960911,sina_finance
SSE,19960913,1,19960912,sina_finance
SSE,19960916,1,19960913,sina_finance
SSE,19960917,1,19960916,sina_finance
SSE,19960918,1,19960917,sina_finance
SSE,19960919,1,19960918,sina_finance
SSE,19960920,1,19960919,sina_finance
SSE,19960923,1,19960920,sina_finance
SSE,19960924,1,19960923,sina_finance
SSE,19960925,1,19960924,sina_finance
SSE,19960926,1,19960925,sina_finance
SSE,19960927,1,19960926,sina_finance
SSE,19961003,1,19960927,sina_finance
SSE,19961004,1,19961003,sina_finance
SSE,19961007,1,19961004,sina_finance
SSE,19961008,1,19961007,sina_finance
SSE,19961009,1,19961008,sina_finance
SSE,19961010,1,19961009,sina_finance
SSE,19961011,1,19961010,sina_finance
SSE,19961014,1,19961011,sina_finance
SSE,19961015,1,19961014,sina_finance
SSE,19961016,1,19961015,sina_finance
SSE,19961017,1,19961016,sina_finance
SSE,19961018,1,19961017,sina_finance
SSE,19961021,1,19961018,sina_finance
SSE,19961022,1,19961021,sina_finance
SSE,19961023,1,19961022,sina_finance
SSE,19961024,1,19961023,sina_finance
SSE,19961025,1,19961024,sina_finance
SSE,19961028,1,19961025,sina_finance
SSE,19961029,1,19961028,sina_finance
SSE,19961030,1,19961029,sina_finance
SSE,19961031,1,19961030,sina_finance
SSE,19961101,1,19961031,sina_finance
SSE,19961104,1,19961101,sina_finance
SSE,19961105,1,19961104,sina_finance
SSE,19961106,1,19961105,sina_finance
SSE,19961107,1,19961106,sina_finance
SSE,19961108,1,19961107,sina_finance
SSE,19961111,1,19961108,sina_finance
SSE,19961112,1,19961111,sina_finance
SSE,19961113,1,19961112,sina_finance
SSE,19961114,1,19961113,sina_finance
SSE,19961115,1,19961114,sina_finance
SSE,19961118,1,19961115,sina_finance
SSE,19961119,1,19961118,sina_finance
SSE,19961120,1,19961119,sina_finance
SSE,19961121,1,19961120,sina_finance
SSE,19961122,1,19961121,sina_finance
SSE,19961125,1,19961122,sina_finance
SSE,19961126,1,19961125,sina_finance
SSE,19961127,1,19961126,sina_finance
SSE,19961128,1,19961127,sina_finance
SSE,19961129,1,19961128,sina_finance
SSE,19961202,1,19961129,sina_finance
SSE,19961203,1,19961202,sina_finance
SSE,19961204,1,19961203,sina_finance
SSE,19961205,1,19961204,sina_finance
SSE,19961206,1,19961205,sina_finance
SSE,19961209,1,19961206,sina_finance
SSE,19961210,1,19961209,sina_finance
SSE,19961211,1,19961210,sina_finance
SSE,19961212,1,19961211,sina_finance
SSE,19961213,1,19961212,sina_finance
SSE,19961216,1,19961213,sina_finance
SSE,19961217,1,19961216,sina_finance
SSE,19961218,1,19961217,sina_finance
SSE,19961219,1,19961218,sina_finance
SSE,19961220,1,19961219,sina_finance
SSE,19961223,1,19961220,sina_finance
SSE,19961224,1,19961223,sina_finance
SSE,19961225,1,19961224,sina_finance
SSE,19961226,1,19961225,sina_finance
SSE,19961227,1,19961226,sina_finance
SSE,19961230,1,19961227,sina_finance
SSE,19961231,1,19961230,sina_finance
SSE,19970102,1,19961231,sina_finance
SSE,19970103,1,19970102,sina_finance
SSE,19970106,1,19970103,sina_finance
SSE,19970107,1,19970106,sina_finance
SSE,19970108,1,19970107,sina_finance
SSE,19970109,1,19970108,sina_finance
SSE,19970110,1,19970109,sina_finance
SSE,19970113,1,19970110,sina_finance
SSE,19970114,1,19970113,sina_finance
SSE,19970115,1,19970114,sina_finance
SSE,19970116,1,19970115,sina_finance
SSE,19970117,1,19970116,sina_finance
SSE,19970120,1,19970117,sina_finance
SSE,19970121,1,19970120,sina_finance
SSE,19970122,1,19970121,sina_finance
SSE,19970123,1,19970122,sina_finance
SSE,19970124,1,19970123,sina_finance
SSE,19970127,1,19970124,sina_finance
SSE,19970128,1,19970127,sina_finance
SSE,19970129,1,19970128,sina_finance
SSE,19970130,1,19970129,sina_finance
SSE,19970131,1,19970130,sina_finance
SSE,19970217,1,19970131,sina_finance
SSE,19970218,1,19970217,sina_finance
SSE,19970219,1,19970218,sina_finance
SSE,19970220,1,19970219,sina_finance
SSE,19970221,1,19970220,sina_finance
SSE,19970224,1,19970221,sina_finance
SSE,19970225,1,19970224,sina_finance
SSE,19970226,1,19970225,sina_finance
SSE,19970227,1,19970226,sina_finance
SSE,19970228,1,19970227,sina_finance
SSE,19970303,1,19970228,sina_finance
SSE,19970304,1,19970303,sina_finance
SSE,19970305,1,19970304,sina_finance
SSE,19970306,1,19970305,sina_finance
SSE,19970307,1,19970306,sina_finance
SSE,19970310,1,19970307,sina_finance
SSE,19970311,1,19970310,sina_finance
SSE,19970312,1,19970311,sina_finance
SSE,19970313,1,19970312,sina_finance
SSE,19970314,1,19970313,sina_finance
SSE,19970317,1,19970314,sina_finance
SSE,19970318,1,19970317,sina_finance
SSE,19970319,1,19970318,sina_finance
SSE,19970320,1,19970319,sina_finance
SSE,19970321,1,19970320,sina_finance
SSE,19970324,1,19970321,sina_finance
SSE,19970325,1,19970324,sina_finance
SSE,19970326,1,19970325,sina_finance
SSE,19970327,1,19970326,sina_finance
SSE,19970328,1,19970327,sina_finance
SSE,19970331,1,19970328,sina_finance
SSE,19970401,1,19970331,sina_finance
SSE,19970402,1,19970401,sina_finance
SSE,19970403,1,19970402,sina_finance
SSE,19970404,1,19970403,sina_finance
SSE,19970407,1,19970404,sina_finance
SSE,19970408,1,19970407,sina_finance
SSE,19970409,1,19970408,sina_finance
SSE,19970410,1,19970409,sina_finance
SSE,19970411,1,19970410,sina_finance
SSE,19970414,1,19970411,sina_finance
SSE,19970415,1,19970414,sina_finance
SSE,19970416,1,19970415,sina_finance
SSE,19970417,1,19970416,sina_finance
SSE,19970418,1,19970417,sina_finance
SSE,19970421,1,19970418,sina_finance
SSE,19970422,1,19970421,sina_finance
SSE,19970423,1,19970422,sina_finance
SSE,19970424,1,19970423,sina_finance
SSE,19970425,1,19970424,sina_finance
SSE,19970428,1,19970425,sina_finance
SSE,19970429,1,19970428,sina_finance
SSE,19970430,1,19970429,sina_finance
SSE,19970505,1,19970430,sina_finance
SSE,19970506,1,19970505,sina_finance
SSE,19970507,1,19970506,sina_finance
SSE,19970508,1,19970507,sina_finance
SSE,19970509,1,19970508,sina_finance
SSE,19970512,1,19970509,sina_finance
SSE,19970513,1,19970512,sina_finance
SSE,19970514,1,19970513,sina_finance
SSE,19970515,1,19970514,sina_finance
SSE,19970516,1,19970515,sina_finance
SSE,19970519,1,19970516,sina_finance
SSE,19970520,1,19970519,sina_finance
SSE,19970521,1,19970520,sina_finance
SSE,19970522,1,19970521,sina_finance
SSE,19970523,1,19970522,sina_finance
SSE,19970526,1,19970523,sina_finance
SSE,19970527,1,19970526,sina_finance
SSE,19970528,1,19970527,sina_finance
SSE,19970529,1,19970528,sina_finance
SSE,19970530,1,19970529,sina_finance
SSE,19970602,1,19970530,sina_finance
SSE,19970603,1,19970602,sina_finance
SSE,19970604,1,19970603,sina_finance
SSE,19970605,1,19970604,sina_finance
SSE,19970606,1,19970605,sina_finance
SSE,19970609,1,19970606,sina_finance
SSE,19970610,1,19970609,sina_finance
SSE,19970611,1,19970610,sina_finance
SSE,19970612,1,19970611,sina_finance
SSE,19970613,1,19970612,sina_finance
SSE,19970616,1,19970613,sina_finance
SSE,19970617,1,19970616,sina_finance
SSE,19970618,1,19970617,sina_finance
SSE,19970619,1,19970618,sina_finance
SSE,19970620,1,19970619,sina_finance
SSE,19970623,1,19970620,sina_finance
SSE,19970624,1,19970623,sina_finance
SSE,19970625,1,19970624,sina_finance
SSE,19970626,1,19970625,sina_finance
SSE,19970627,1,19970626,sina_finance
SSE,19970702,1,19970627,sina_finance
SSE,19970703,1,19970702,sina_finance
SSE,19970704,1,19970703,sina_finance
SSE,19970707,1,19970704,sina_finance
SSE,19970708,1,19970707,sina_finance
SSE,19970709,1,19970708,sina_finance
SSE,19970710,1,19970709,sina_finance
SSE,19970711,1,19970710,sina_finance
SSE,19970714,1,19970711,sina_finance
SSE,19970715,1,19970714,sina_finance
SSE,19970716,1,19970715,sina_finance
SSE,19970717,1,19970716,sina_finance
SSE,19970718,1,19970717,sina_finance
SSE,19970721,1,19970718,sina_finance
SSE,19970722,1,19970721,sina_finance
SSE,19970723,1,19970722,sina_finance
SSE,19970724,1,19970723,sina_finance
SSE,19970725,1,19970724,sina_finance
SSE,19970728,1,19970725,sina_finance
SSE,19970729,1,19970728,sina_finance
SSE,19970730,1,19970729,sina_finance
SSE,19970731,1,19970730,sina_finance
